,Time_Step,FI,Smooth_FI
0,2014-02-26,4.535898384862251,5.554305012884943
1,2014-03-25,8.0,5.554305012884943
2,2014-05-13,4.127016653792579,5.554305012884943
3,2014-06-25,4.535898384862251,4.3996044745056935
4,2014-08-12,4.535898384862251,4.3996044745056935
5,2014-09-28,4.127016653792579,4.3996044745056935
6,2015-03-21,4.127016653792579,4.263310564149137
7,2015-05-15,4.535898384862251,4.263310564149137
8,2015-06-16,4.127016653792579,4.263310564149137
9,2015-07-27,4.535898384862251,5.081465254244352
10,2015-09-13,5.354248688935403,5.081465254244352
11,2015-10-29,5.354248688935403,5.081465254244352
12,2016-03-05,5.354248688935403,4.4378852837520615
13,2016-04-28,4.535898384862251,4.4378852837520615
14,2016-06-04,3.423508777458531,4.4378852837520615
15,2016-07-24,2.5358983848622416,3.5033058065125338
16,2016-09-18,3.423508777458531,3.5033058065125338
17,2016-11-07,4.5505102572168274,3.5033058065125338
18,2017-03-14,4.5505102572168274,3.8098514641955674
19,2017-04-23,4.535898384862251,3.8098514641955674
20,2017-05-26,2.3431457505076234,3.8098514641955674
21,2017-07-03,2.757359312880713,2.705457662697752
22,2017-08-15,2.757359312880713,2.705457662697752
23,2017-10-09,2.601654362331829,2.705457662697752
24,2018-02-11,4.5505102572168274,3.966742905781313
25,2018-03-15,3.7639320225002133,3.966742905781313
26,2018-04-24,3.585786437626899,3.966742905781313
27,2018-06-07,3.585786437626899,2.7863378917375137
28,2018-10-25,2.1715728752538137,2.7863378917375137
29,2018-12-19,2.601654362331829,2.7863378917375137
30,2019-02-15,4.535898384862251,4.535898384862251
